Moon,Klepaki,,,
Planet,Shiumi,,,
Moon,Aoki,,,
Station,Naval Outpost,DefenseDock,ImperialNavy,ok
Moon,Okahara,,,
Station,Systems Manufacturing,WetwareMan,LeungCitizens,ok
Operation,Embezzle,Uncleansed,ok,
Station,Advanced Nano Facility A,ExoticMetalsProc,LeungCitizens,ok
Station,Advanced Nano Facility B,ExoticMetalsProc,LeungCitizens,ok
Station,Okahara Reactors Assembly,FusionReactorsMan,LeungCitizens,ok
Station,Okahara Systems Factory,ElectronicsMan,LeungCitizens,ok
Moon,Fukuoka,,,,,
Station,MelNet FTL Relay,FTLArray,EtCom,ok,,

Lpoint,Aoki Lpoint,Shiumi,Aoki,2,li_po,watts
Operation,CustomsToll,ImperialNavy,,,,
Lpoint,Angevine Lpoint,Bartlett,Angevine,1,tau_tsun,


Center ,tau_tsun,,,,,
Star,Tau Tsun Alpha,5,,,,


Planet,Shiang,,,,,
Moon,Mirko,,,,,
Station,Mirko Luxuries Production,LuxuriesMan,LeungCitizens,ok,,
Moon,Sho,,,,,
Station,Sho Mineral Processing,CommonMetalsProc,LeungCitizens,ok
Station,Sho Materials Assembly,RareMetalsProc,LeungCitizens,ok
Operation,Embezzle,GoldenLotus,ok,
Planet,Dengo,,,
SpecialPlanetTexture,24,,,
SpecialPlanetBump,25,,,
Planet,Tseng ,,,
Station,Forbidden Orbital Imperial HQ,ClusterAdmin,ImperialNavy,ok
Station,Tau Tsun STC ,PoliceBase,ImperialNavy,ok
Station,Imperial Customs and Security Station,SecurityStation,ImperialNavy,ok
Station,Tau Tsun Trade and Commerce Station,CentralHQ,LeungCitizens,ok
Station,Tau Tsun Waystation Station,Waystation,LeungCitizens,ok
Station,Hao Shun Systems Facility,WetwareMan,LeungCitizens,ok
Station,Chui Gon Manufacturing Facility,HeavyMan,LeungCitizens,ok
Operation,Embezzle,Uncleansed,ok,
Station,Hao Ping Consumer Production,LuxuriesMan,LeungCitizens,ok
Station,Tau Tsun System Defense Station,DefenseDock,ImperialNavy,ok,,
Moon,Chui Gon,,,,,
Moon,Sook ,,,,,
Station,Imperial Naval Academy,CentralHQ,ImperialNavy,ok,,
Moon,Jai,,,,,
Station,MelNet FTL Relay Station,FTLArray,Markus,ok,,

Lpoint,Sook Lpoint,Tseng,Sook,2,kronholm,li_po
Lpoint,Mirko Lpoint,Shiang,Mirko,1,xu_xuan,



Center,li_po,,,,,
Star,Li Po Alpha,5,,,,


Planet,Pyunyang,,,
Moon,Cheong 1,,,
Moon,Cheong 2,,,
Moon,We,,,
Station,Li Po Military Garrison,DefenseDock,ImperialNavy,ok
Station,Li Po Naval Shipyards,Shipyard,ImperialNavy,ok
SpecialPlanetTexture,26,,,
SpecialPlanetBump,27,,,
Planet,Chenyuang ,,,
Station,Li Po STC,PoliceBase,ImperialNavy,ok
Station,Li Po Station,SystemAdmin,ImperialNavy,ok
Station,Biomass Production Shang,BiomassProc,LeungCitizens,ok
Station,Biomass Production Xia,BiomassProc,LeungCitizens,ok
Station,Exotic Metals Processing ,ExoticMetalsProc,LeungCitizens,ok
Operation,Embezzle,GoldenLotus,ok,
Moon,Lau,,,
Station,Lau System Defense Station,SecurityStation,ImperialNavy,ok,,,
Planet,Tu Fu,,,,,,
Moon,Hyland ,,,,,,
Moon,Gibbs ,,,,,,
Station,Gibbs Agricultural orbital,AgSettlement,LeungCitizens,ok,,,
Moon,Lafferty,,,,,,

Lpoint,Gibbs Lpoint,Tu Fu,Gibbs,2,tau_tsun,kronholm,
Lpoint,Lau Lpoint,Chenyuang,Lau,3,providence,xu_xuan,ripon
Operation,CustomsToll,ImperialNavy,,,,,

Center,xu_xuan,,,,,,
Star,Xu Xuan Alpha,5,,,,,



Belt,The Great Wall Belt,,,
Station,Asteroid Base,RareMetalsMine,LeungCitizens,ok
Operation,Embezzle,Uncleansed,ok,
Station,Mining Outpost,CommonMetalsMine,LeungCitizens,ok
Station,Processing Facility,CommonMetalsProc,LeungCitizens,ok
Operation,Embezzle,GoldenLotus,ok,
Station,Nanoscience Facility,HiTechMan,LeungCitizens,ok
Station,Manufacturing Station,HeavyMan,LeungCitizens,ok
Planet,Manchuria,,,
Station,Imperial Biosciences Complex,Research,ImperialNavy,ok
Station,System Defense Outpost,SecurityStation,ImperialNavy,ok
Station,Imperial Governor,RegionAdmin,ImperialNavy,ok
Moon,Holder,,,
Station,Yellow Flower,PirateBase,GoldenLotus,ok
Belt,Manchurian Belt,,,
Planet,Jin Gzhu,,,
Station,Jin Gzhu Shipyard,Shipyard,LeungCitizens,ok,,,,
Station,Tian Liang Reactor Assembly,FusionReactorsMan,LeungCitizens,ok,,,,
Station,Jin Systems Factory,ElectronicsMan,LeungCitizens,ok,,,,
Belt,Jin Gzhu Belt,,,,,,,
Station,Imperial Weapons Facility,WeaponsMan,ImperialNavy,ok,,,,
Station,Dragons Palace,MercenaryBase,Dragons,ok,,,,
Operation,Embezzle,Uncleansed,ok,,,,,
Belt,Long March Belt,,,,,,,
Station,Imperial Naval Research Facility,Research,ImperialNavy,ok,,,,
Station,Naval Finishing Shipyard,DefenseDock,ImperialNavy,ok,,,,
Station,Naval Component Production Plant,HeavyMan,ImperialNavy,ok,,,,
Station,Imperial Tactical Fighter Base,DefenseDock,ImperialNavy,ok,,,,
Station,Sensor Outpost,STLTran,ImperialNavy,ok,,,,

Lpoint,Holder Lpoint,Manchuria,Holder,4,li_po,tau_tsun,providence,bumpys_star



;Dead Reaches,,,,

Center,bumpys_star,,,

Star,Bumpys,5,,


Planet,Pinetop,,,
Moon,Perkins,,,
Moon,Keylime ,,,
Station,Keylime Refinery,CommonMetalsProc,Junkers,ok
Planet,Jellyroll,,,
Moon,Sweet Sheila,,,
Moon,Lubecks Hole,,,
Moon,Goodboy,,,
Moon,Sit,,,
Moon,Stay,,,
Station,Rose Rock,ExoticMetalsMine,Junkers,ok
Planet,Woomera,,,
Station,Woomera Station,CommonMetalsMine,Junkers,ok
Operation,Embezzle,Lindevaal,ok,
Station,Woomera Leisure Station,Casino,Lindevaal,ok
Station,Woomera Outpost,Outpost,Empty,destroyed
Planet,Dizzy,,,
Moon,Three Bears,,,
Moon,Blue Aggie,,,
Station,Dexters Dig,RareMetalsMine,Junkers,ok
Station,Lunchbox,NeutroniumMine,Junkers,ok
Operation,Embezzle,Scavengers,ok,
Moon,Letdown,,,
Moon,Redemption ,,,,,
Station,Shiny,PirateBase,Lindevaal,ok,,
Belt,Magdalena Belt,,,,,
Station,Asteroid Station,InorganicsMine,Junkers,ok,,
Planet,Ella,,,,,
Moon,Jennys Beat,,,,,
Moon,Hopkins Hazard,,,,,

Lpoint,Jennys Lpoint,Ella,Jennys Beat,2,xu_xuan,alcuin
Operation,PirateToll,Lindevaal,,,,

Center ,alcuin,,,,,

Star,Alcuin Alpha,5,,,,

Planet,Danforth,,,,,
Moon,Stohl,,,
Moon,Miehl,,,
Belt,McKeown Belt,,,
Station,Common Metals Mine,CommonMetalsMine,Azran,ok
Operation,Embezzle,Scavengers,ok,
Station,Rare Metals Mine,RareMetalsMine,Azran,ok
Planet,Toffelmeyer,,,
Moon,Dietrich,,,
Station,EtCom HQ Station,CentralHQ,EtCom,ok
Moon,Vaden,,,
Station,Alcuin STC,MercenaryBase,Golligers,ok
Station,Alcuin Governor,RegionAdmin,Empty,destroyed
Moon,Wachhaus,,,
Station,Toffelmeyer Entertainment,Casino,Junkers,ok
Station,Common Metals Processing,CommonMetalsProc,Junkers,ok
Operation,Embezzle,Scavengers,ok,
Moon,Siess,,,
Moon,Reinl,,,
Planet,Geisebrecht,,,
Moon,Hoel,,,
Moon,Geisinger,,,
Station,Geisebrecht Manufacturing,HeavyMan,EtCom,ok
Operation,Embezzle,Lindevaal,ok,
Station,Infineon Manufacturing,LuxuriesMan,EtCom,ok
Moon,Schalk,,,
Moon,Brandt,,,
Station,Azran Corporate HQ,CentralHQ,Azran,ok
Station,Azran Consumer Production,LuxuriesMan,Azran,ok
Station,Azran Shipbuilding,Shipyard,Azran,ok
Belt,Inner Kuniper Belt,,,
Station,Exotic Metals Mine,ExoticMetalsMine,Junkers,ok

Lpoint,Hoel Lpoint,Geisebrecht,Hoel,2,bedalov,bumpys_star


Center,bedalov,,,,,

Star,Bedalov Alpha,5,,,,

Planet,Pallava,,,,,
Moon,Seelye,,,,,
Moon,Harman,,,,,
Moon,Julich,,,,,
Moon,Moravek,,,,,
Planet,Mosgrove,,,,,
Moon,Hummel,,,,,
Moon,Calbault,,,,,
Station,Common Metals Mining,CommonMetalsMine,EtCom,ok,,
Station,Mining Outpost,CommonMetalsMine,Junkers,ok
Operation,Embezzle,Scavengers,,
Moon,Kuhlmey,,,
Belt,Hough Belt,,,
Station,Rare Metals Mine,RareMetalsMine,Junkers,ok
Planet,Poboron,,,
Moon,Mason,,,
Moon,Eaton,,,
Station,Rare Metals Processing,RareMetalsProc,Azran,ok
Operation,Embezzle,Lindevaal,,
Station,Ore Processing Facility,CommonMetalsProc,Junkers,ok
Operation,Embezzle,Pimental,,
Station,Manufacturing Station,HeavyMan,Junkers,ok
Station,Bedalov Senate,SystemAdmin,Empty,destroyed
Moon,Kirby,,,
Moon,Mavor,,,
Belt,Markides Belt,,,,,
Station,Markides Mining Outpost,CommonMetalsMine,Junkers,ok,,
Planet,Knutson,,,,,
Moon,Sunczyk,,,,,
Moon,Kambeitz,,,,,
Planet,Pasechnik,,,,,
Moon,Janik,,,,,

Lpoint,Kirby Lpoint,Poboron,Kirby,2,huang,emerald_sys
Lpoint,Calbault Lpoint,Mosgrove,Calbault,1,alcuin,


Center,powys,,,,,

Star,Powys Alpha,5,,,,

Planet,Gwynedd,,,
Moon,Lloyd,,,
Moon,Holmes,,,
Moon,Glynn,,,
Planet,Mabinogion,,,
Station,Powys STC station,PoliceBase,Empty,destroyed
Station,Powys Senate,SystemAdmin,Empty,destroyed
Moon,Giddings,,,
Planet,Llywelyn,,,
Moon,Gurnsey,,,
Moon,Bigelow,,,
Moon,Wynn,,,
Moon,Ennis,,,
Station,Ennis Processing Station,CommonMetalsProc,Junkers,ok
Operation,Embezzle,Scavengers,,
Station,Ennis Station,CommonMetalsMine,Junkers,ok
Operation,Embezzle,Scavengers,,,,
Moon,Calnan,,,,,
Station,Calnan Naval Works,MercenaryBase,Golligers,ok,,
Planet,Gruffydd,,,,,
Station,Gruffydd Medical Research Station,Medical,Markus,ok,,

Station,Gruffydd Medical Production,PharmaceuticalsMan,Markus,ok,,
Moon,Llynlea,,,,,
Moon,Flindall,,,,,
Station,Flindall Waystation Station,Waystation,Junkers,ok,,
Moon,Hammond,,,,,

Lpoint,Flindall Lpoint,Gruffydd,Flindall,2,t_ang,huang



Center,t_ang,,,

Star,T Ang Alpha,5,,

Planet,Lavoisier,,,
Station,Lavoisier Sec,PirateBase,Droznic,ok

Moon,Asseltine,,,
Moon,Grundy,,,
Moon,Quesnelle,,,

Planet,Ypres,,,
Station,T Ang STC station,SecurityStation,Markus,ok
Station,Ypres Police,PoliceBase,EmeraldCitizens,ok
Moon,Pynenburg,,,
Station,Markus Corporation system HQ,CentralHQ,Markus,ok
Station,T Ang Governor,RegionAdmin,Empty,destroyed
Moon,Zhonyang,,,
Moon,Gui Jin,,,

Planet,Bonaparte,,,

Planet,Yinma,,,
Moon,Liu,,,
Station,Liu Waystation,PirateBase,Gargoyles,ok
Moon,Han,,,
Moon,Qian,,,
Station,Qian Waystation,Waystation,Jardin,ok
Moon,Zhang Shan,,,
Moon,San Xiang,,,
Moon,Su-Ping,,,

Planet,She Tsung,,,,,

Lpoint,Qian Lpoint,Yinma,Qian,2,powys,huang
Lpoint,Zhonyang Lpoint,Ypres,Zhonyang,2,powys,huang
